Created as New Dataset,Sample 004 By Administrator Date Thursday, March 26 2020
cm-1,%T
3611.63,80.71
3611.50,80.65
3611.38,80.70
3611.25,80.83
3611.13,81.00
3611.00,81.16
3610.88,81.31
3610.75,81.44
3610.63,81.59
3610.50,81.80
3610.38,82.02
3610.25,82.18
3610.13,82.21
3610.00,82.01
3609.88,81.90
3609.75,82.00
3609.63,81.79
3609.50,81.41
3609.38,81.24
3609.25,81.19
3609.13,81.07
3609.00,80.79
3608.88,80.42
3608.75,80.09
3608.63,79.86
3608.50,79.76
3608.38,79.79
3608.25,79.89
3608.13,80.01
3608.00,80.13
3607.88,80.28
3607.75,80.51
3607.63,80.80
3607.50,81.03
3607.38,81.11
3607.25,81.11
3607.13,81.11
3607.00,81.10
3606.88,81.02
3606.75,80.88
3606.63,80.72
3606.50,80.61
3606.38,80.58
3606.25,80.61
3606.13,80.70
3606.00,80.80
3605.88,80.91
3605.75,80.99
3605.63,81.04
3605.50,81.09
3605.38,81.12
3605.25,81.12
3605.13,81.10
3605.00,81.05
3604.88,80.96
3604.75,80.82
3604.63,80.60
3604.50,80.34
3604.38,80.13
3604.25,80.05
3604.13,80.11
3604.00,80.28
3603.88,80.50
3603.75,80.69
3603.63,80.82
3603.50,80.84
3603.38,80.76
3603.25,80.68
3603.13,80.66
3603.00,80.71
3602.88,80.79
3602.75,80.87
3602.63,80.94
3602.50,81.00
3602.38,81.05
3602.25,81.12
3602.13,81.21
3602.00,81.30
3601.88,81.33
3601.75,81.33
3601.63,81.33
3601.50,81.33
3601.38,81.28
3601.25,81.20
3601.13,81.15
3601.00,81.12
3600.88,81.09
3600.75,81.06
3600.63,81.04
3600.50,81.04
3600.38,81.04
3600.25,81.05
3600.13,81.04
3600.00,81.02
3599.88,81.02
3599.75,81.03
3599.63,81.06
3599.50,81.09
3599.38,81.12
3599.25,81.16
3599.13,81.18
3599.00,81.15
3598.88,81.11
3598.75,81.09
3598.63,81.09
3598.50,81.06
3598.38,81.00
3598.25,80.92
3598.13,80.83
3598.00,80.72
3597.88,80.60
3597.75,80.53
3597.63,80.52
3597.50,80.59
3597.38,80.69
3597.25,80.78
3597.13,80.81
3597.00,80.78
3596.88,80.72
3596.75,80.62
3596.63,80.54
3596.50,80.54
3596.38,80.61
3596.25,80.70
3596.13,80.73
3596.00,80.73
3595.88,80.76
3595.75,80.77
3595.63,80.70
3595.50,80.64
3595.38,80.61
3595.25,80.59
3595.13,80.54
3595.00,80.49
3594.88,80.44
3594.75,80.36
3594.63,80.24
3594.50,80.10
3594.38,79.98
3594.25,79.87
3594.13,79.76
3594.00,79.66
3593.88,79.62
3593.75,79.66
3593.63,79.73
3593.50,79.78
3593.38,79.87
3593.25,80.03
3593.13,80.19
3593.00,80.31
3592.88,80.38
3592.75,80.42
3592.63,80.47
3592.50,80.51
3592.38,80.53
3592.25,80.54
3592.13,80.53
3592.00,80.50
3591.88,80.45
3591.75,80.41
3591.63,80.40
3591.50,80.44
3591.38,80.49
3591.25,80.54
3591.13,80.56
3591.00,80.57
3590.88,80.57
3590.75,80.58
3590.63,80.61
3590.50,80.64
3590.38,80.67
3590.25,80.68
3590.13,80.73
3590.00,80.83
3589.88,80.97
3589.75,81.13
3589.63,81.28
3589.50,81.35
3589.38,81.33
3589.25,81.37
3589.13,81.35
3589.00,81.10
3588.88,80.86
3588.75,80.74
3588.63,80.68
3588.50,80.59
3588.38,80.52
3588.25,80.52
3588.13,80.57
3588.00,80.65
3587.88,80.78
3587.75,80.97
3587.63,81.18
3587.50,81.26
3587.38,81.14
3587.25,80.91
3587.13,80.75
3587.00,80.63
3586.88,80.46
3586.75,80.30
3586.63,80.25
3586.50,80.25
3586.38,80.21
3586.25,80.11
3586.13,80.02
3586.00,79.99
3585.88,80.03
3585.75,80.12
3585.63,80.20
3585.50,80.24
3585.38,80.26
3585.25,80.25
3585.13,80.23
3585.00,80.23
3584.88,80.26
3584.75,80.31
3584.63,80.36
3584.50,80.40
3584.38,80.43
3584.25,80.45
3584.13,80.45
3584.00,80.44
3583.88,80.43
3583.75,80.43
3583.63,80.42
3583.50,80.40
3583.38,80.38
3583.25,80.35
3583.13,80.32
3583.00,80.30
3582.88,80.28
3582.75,80.26
3582.63,80.25
3582.50,80.24
3582.38,80.23
3582.25,80.22
3582.13,80.17
3582.00,80.07
3581.88,79.92
3581.75,79.76
3581.63,79.63
3581.50,79.59
3581.38,79.67
3581.25,79.81
3581.13,79.94
3581.00,80.01
3580.88,80.01
3580.75,79.94
3580.63,79.80
3580.50,79.56
3580.38,79.24
3580.25,78.94
3580.13,78.76
3580.00,78.70
3579.88,78.76
3579.75,78.88
3579.63,79.02
3579.50,79.16
3579.38,79.29
3579.25,79.43
3579.13,79.57
3579.00,79.70
3578.88,79.81
3578.75,79.90
3578.63,79.98
3578.50,80.04
3578.38,80.09
3578.25,80.12
3578.13,80.14
3578.00,80.16
3577.88,80.17
3577.75,80.16
3577.63,80.12
3577.50,80.06
3577.38,80.00
3577.25,79.96
3577.13,79.94
3577.00,79.94
3576.88,79.95
3576.75,79.97
3576.63,79.98
3576.50,79.98
3576.38,79.99
3576.25,80.00
3576.13,80.00
3576.00,80.01
3575.88,80.02
3575.75,80.05
3575.63,80.08
3575.50,80.10
3575.38,80.10
3575.25,80.09
3575.13,80.09
3575.00,80.09
3574.88,80.07
3574.75,80.04
3574.63,80.00
3574.50,79.96
3574.38,79.93
3574.25,79.90
3574.13,79.88
3574.00,79.87
3573.88,79.86
3573.75,79.83
3573.63,79.81
3573.50,79.80
3573.38,79.80
3573.25,79.81
3573.13,79.82
3573.00,79.82
3572.88,79.79
3572.75,79.75
3572.63,79.71
3572.50,79.68
3572.38,79.68
3572.25,79.70
3572.13,79.72
3572.00,79.74
3571.88,79.78
3571.75,79.82
3571.63,79.86
3571.50,79.88
3571.38,79.89
3571.25,79.90
3571.13,79.90
3571.00,79.89
3570.88,79.84
3570.75,79.76
3570.63,79.66
3570.50,79.57
3570.38,79.51
3570.25,79.49
3570.13,79.52
3570.00,79.59
3569.88,79.67
3569.75,79.74
3569.63,79.83
3569.50,79.97
3569.38,80.13
3569.25,80.30
3569.13,80.47
3569.00,80.62
3568.88,80.69
3568.75,80.64
3568.63,80.49
3568.50,80.31
3568.38,80.11
3568.25,79.91
3568.13,79.76
3568.00,79.76
3567.88,79.87
3567.75,80.02
3567.63,80.12
3567.50,80.17
3567.38,80.23
3567.25,80.27
3567.13,80.24
3567.00,80.12
3566.88,80.03
3566.75,80.04
3566.63,80.07
3566.50,80.02
3566.38,79.85
3566.25,79.62
3566.13,79.36
3566.00,79.11
3565.88,78.91
3565.75,78.80
3565.63,78.75
3565.50,78.72
3565.38,78.70
3565.25,78.74
3565.13,78.83
3565.00,78.95
3564.88,79.11
3564.75,79.27
3564.63,79.41
3564.50,79.51
3564.38,79.57
3564.25,79.60
3564.13,79.61
3564.00,79.57
3563.88,79.48
3563.75,79.37
3563.63,79.28
3563.50,79.23
3563.38,79.21
3563.25,79.24
3563.13,79.29
3563.00,79.35
3562.88,79.41
3562.75,79.44
3562.63,79.45
3562.50,79.45
3562.38,79.44
3562.25,79.43
3562.13,79.42
3562.00,79.41
3561.88,79.41
3561.75,79.42
3561.63,79.42
3561.50,79.43
3561.38,79.47
3561.25,79.51
3561.13,79.55
3561.00,79.56
3560.88,79.56
3560.75,79.56
3560.63,79.53
3560.50,79.48
3560.38,79.40
3560.25,79.35
3560.13,79.34
3560.00,79.33
3559.88,79.31
3559.75,79.30
3559.63,79.29
3559.50,79.28
3559.38,79.27
3559.25,79.26
3559.13,79.24
3559.00,79.23
3558.88,79.22
3558.75,79.21
3558.63,79.19
3558.50,79.18
3558.38,79.17
3558.25,79.17
3558.13,79.15
3558.00,79.13
3557.88,79.12
3557.75,79.11
3557.63,79.10
3557.50,79.07
3557.38,79.04
3557.25,79.02
3557.13,79.01
3557.00,78.99
3556.88,78.96
3556.75,78.94
3556.63,78.93
3556.50,78.93
3556.38,78.94
3556.25,78.94
3556.13,78.95
3556.00,78.94
3555.88,78.94
3555.75,78.95
3555.63,78.98
3555.50,79.01
3555.38,79.03
3555.25,79.05
3555.13,79.07
3555.00,79.08
3554.88,79.10
3554.75,79.11
3554.63,79.10
3554.50,79.06
3554.38,79.02
3554.25,78.97
3554.13,78.93
3554.00,78.90
3553.88,78.90
3553.75,78.92
3553.63,78.96
3553.50,79.01
3553.38,79.08
3553.25,79.15
3553.13,79.21
3553.00,79.24
3552.88,79.27
3552.75,79.28
3552.63,79.23
3552.50,79.09
3552.38,78.92
3552.25,78.76
3552.13,78.61
3552.00,78.49
3551.88,78.41
3551.75,78.37
3551.63,78.37
3551.50,78.41
3551.38,78.47
3551.25,78.51
3551.13,78.55
3551.00,78.57
3550.88,78.60
3550.75,78.63
3550.63,78.66
3550.50,78.69
3550.38,78.73
3550.25,78.76
3550.13,78.78
3550.00,78.80
3549.88,78.80
3549.75,78.81
3549.63,78.81
3549.50,78.81
3549.38,78.80
3549.25,78.78
3549.13,78.78
3549.00,78.79
3548.88,78.81
3548.75,78.81
3548.63,78.80
3548.50,78.80
3548.38,78.82
3548.25,78.87
3548.13,78.94
3548.00,79.02
3547.88,79.09
3547.75,79.11
3547.63,79.11
3547.50,79.08
3547.38,79.02
3547.25,78.93
3547.13,78.84
3547.00,78.80
3546.88,78.78
3546.75,78.76
3546.63,78.75
3546.50,78.74
3546.38,78.76
3546.25,78.79
3546.13,78.80
3546.00,78.80
3545.88,78.80
3545.75,78.81
3545.63,78.80
3545.50,78.77
3545.38,78.74
3545.25,78.72
3545.13,78.70
3545.00,78.69
3544.88,78.68
3544.75,78.67
3544.63,78.66
3544.50,78.64
3544.38,78.62
3544.25,78.62
3544.13,78.63
3544.00,78.64
3543.88,78.63
3543.75,78.62
3543.63,78.60
3543.50,78.58
3543.38,78.56
3543.25,78.54
3543.13,78.53
3543.00,78.54
3542.88,78.55
3542.75,78.56
3542.63,78.55
3542.50,78.54
3542.38,78.52
3542.25,78.51
3542.13,78.50
3542.00,78.49
3541.88,78.48
3541.75,78.46
3541.63,78.42
3541.50,78.38
3541.38,78.33
3541.25,78.29
3541.13,78.27
3541.00,78.27
3540.88,78.29
3540.75,78.30
3540.63,78.29
3540.50,78.26
3540.38,78.22
3540.25,78.18
3540.13,78.16
3540.00,78.18
3539.88,78.22
3539.75,78.26
3539.63,78.30
3539.50,78.33
3539.38,78.33
3539.25,78.33
3539.13,78.31
3539.00,78.29
3538.88,78.27
3538.75,78.24
3538.63,78.22
3538.50,78.21
3538.38,78.21
3538.25,78.22
3538.13,78.24
3538.00,78.25
3537.88,78.25
3537.75,78.24
3537.63,78.21
3537.50,78.18
3537.38,78.14
3537.25,78.11
3537.13,78.09
3537.00,78.10
3536.88,78.13
3536.75,78.16
3536.63,78.16
3536.50,78.15
3536.38,78.15
3536.25,78.16
3536.13,78.17
3536.00,78.18
3535.88,78.18
3535.75,78.18
3535.63,78.16
3535.50,78.14
3535.38,78.12
3535.25,78.11
3535.13,78.11
3535.00,78.11
3534.88,78.11
3534.75,78.10
3534.63,78.09
3534.50,78.08
3534.38,78.08
3534.25,78.09
3534.13,78.09
3534.00,78.08
3533.88,78.07
3533.75,78.05
3533.63,78.03
3533.50,78.01
3533.38,77.99
3533.25,77.97
3533.13,77.95
3533.00,77.95
3532.88,77.95
3532.75,77.95
3532.63,77.97
3532.50,77.99
3532.38,78.01
3532.25,78.01
3532.13,78.01
3532.00,78.01
3531.88,78.00
3531.75,77.99
3531.63,77.97
3531.50,77.96
3531.38,77.94
3531.25,77.93
3531.13,77.91
3531.00,77.89
3530.88,77.88
3530.75,77.86
3530.63,77.84
3530.50,77.82
3530.38,77.81
3530.25,77.82
3530.13,77.83
3530.00,77.81
3529.88,77.72
3529.75,77.60
3529.63,77.49
3529.50,77.44
3529.38,77.44
3529.25,77.48
3529.13,77.57
3529.00,77.66
3528.88,77.73
3528.75,77.77
3528.63,77.81
3528.50,77.84
3528.38,77.86
3528.25,77.89
3528.13,77.92
3528.00,77.94
3527.88,77.93
3527.75,77.91
3527.63,77.88
3527.50,77.85
3527.38,77.80
3527.25,77.75
3527.13,77.71
3527.00,77.68
3526.88,77.67
3526.75,77.67
3526.63,77.67
3526.50,77.70
3526.38,77.74
3526.25,77.78
3526.13,77.80
3526.00,77.78
3525.88,77.74
3525.75,77.70
3525.63,77.68
3525.50,77.67
3525.38,77.67
3525.25,77.69
3525.13,77.71
3525.00,77.71
3524.88,77.69
3524.75,77.68
3524.63,77.68
3524.50,77.66
3524.38,77.64
3524.25,77.64
3524.13,77.67
3524.00,77.72
3523.88,77.76
3523.75,77.78
3523.63,77.77
3523.50,77.73
3523.38,77.68
3523.25,77.63
3523.13,77.57
3523.00,77.51
3522.88,77.45
3522.75,77.41
3522.63,77.38
3522.50,77.36
3522.38,77.37
3522.25,77.37
3522.13,77.38
3522.00,77.37
3521.88,77.37
3521.75,77.37
3521.63,77.39
3521.50,77.40
3521.38,77.42
3521.25,77.44
3521.13,77.44
3521.00,77.44
3520.88,77.43
3520.75,77.41
3520.63,77.40
3520.50,77.39
3520.38,77.38
3520.25,77.37
3520.13,77.37
3520.00,77.37
3519.88,77.38
3519.75,77.38
3519.63,77.38
3519.50,77.38
3519.38,77.36
3519.25,77.34
3519.13,77.31
3519.00,77.29
3518.88,77.27
3518.75,77.26
3518.63,77.26
3518.50,77.26
3518.38,77.27
3518.25,77.27
3518.13,77.26
3518.00,77.26
3517.88,77.26
3517.75,77.26
3517.63,77.25
3517.50,77.24
3517.38,77.23
3517.25,77.22
3517.13,77.21
3517.00,77.20
3516.88,77.19
3516.75,77.19
3516.63,77.18
3516.50,77.17
3516.38,77.15
3516.25,77.14
3516.13,77.13
3516.00,77.12
3515.88,77.10
3515.75,77.09
3515.63,77.08
3515.50,77.07
3515.38,77.08
3515.25,77.10
3515.13,77.11
3515.00,77.11
3514.88,77.10
3514.75,77.08
3514.63,77.05
3514.50,76.99
3514.38,76.93
3514.25,76.86
3514.13,76.79
3514.00,76.74
3513.88,76.72
3513.75,76.73
3513.63,76.77
3513.50,76.82
3513.38,76.87
3513.25,76.92
3513.13,76.95
3513.00,76.98
3512.88,77.00
3512.75,77.02
3512.63,77.03
3512.50,77.02
3512.38,77.01
3512.25,77.00
3512.13,76.99
3512.00,76.98
3511.88,76.97
3511.75,76.96
3511.63,76.95
3511.50,76.95
3511.38,76.94
3511.25,76.94
3511.13,76.93
3511.00,76.93
3510.88,76.93
3510.75,76.95
3510.63,76.98
3510.50,77.01
3510.38,77.02
3510.25,77.03
3510.13,77.05
3510.00,77.06
3509.88,77.03
3509.75,76.97
3509.63,76.92
3509.50,76.90
3509.38,76.90
3509.25,76.89
3509.13,76.86
3509.00,76.84
3508.88,76.82
3508.75,76.81
3508.63,76.80
3508.50,76.78
3508.38,76.75
3508.25,76.72
3508.13,76.68
3508.00,76.66
3507.88,76.66
3507.75,76.67
3507.63,76.68
3507.50,76.68
3507.38,76.68
3507.25,76.69
3507.13,76.69
3507.00,76.69
3506.88,76.69
3506.75,76.69
3506.63,76.68
3506.50,76.68
3506.38,76.69
3506.25,76.69
3506.13,76.70
3506.00,76.70
3505.88,76.69
3505.75,76.69
3505.63,76.68
3505.50,76.67
3505.38,76.66
3505.25,76.65
3505.13,76.64
3505.00,76.62
3504.88,76.62
3504.75,76.62
3504.63,76.63
3504.50,76.64
3504.38,76.66
3504.25,76.69
3504.13,76.70
3504.00,76.71
3503.88,76.72
3503.75,76.71
3503.63,76.68
3503.50,76.64
3503.38,76.62
3503.25,76.62
3503.13,76.62
3503.00,76.60
3502.88,76.59
3502.75,76.57
3502.63,76.56
3502.50,76.55
3502.38,76.55
3502.25,76.54
3502.13,76.53
3502.00,76.51
3501.88,76.49
3501.75,76.45
3501.63,76.43
3501.50,76.42
3501.38,76.42
3501.25,76.42
3501.13,76.41
3501.00,76.41
3500.88,76.40
3500.75,76.39
3500.63,76.38
3500.50,76.37
3500.38,76.37
3500.25,76.37
3500.13,76.36
3500.00,76.36
3499.88,76.34
3499.75,76.33
3499.63,76.31
3499.50,76.29
3499.38,76.28
3499.25,76.25
3499.13,76.22
3499.00,76.19
3498.88,76.17
3498.75,76.16
3498.63,76.16
3498.50,76.16
3498.38,76.16
3498.25,76.15
3498.13,76.13
3498.00,76.12
3497.88,76.13
3497.75,76.16
3497.63,76.20
3497.50,76.24
3497.38,76.26
3497.25,76.27
3497.13,76.27
3497.00,76.26
3496.88,76.24
3496.75,76.22
3496.63,76.21
3496.50,76.20
3496.38,76.19
3496.25,76.19
3496.13,76.20
3496.00,76.21
3495.88,76.21
3495.75,76.19
3495.63,76.17
3495.50,76.13
3495.38,76.11
3495.25,76.10
3495.13,76.10
3495.00,76.11
3494.88,76.11
3494.75,76.11
3494.63,76.10
3494.50,76.10
3494.38,76.09
3494.25,76.08
3494.13,76.06
3494.00,76.04
3493.88,76.02
3493.75,76.02
3493.63,76.01
3493.50,76.01
3493.38,76.00
3493.25,75.99
3493.13,75.98
3493.00,75.99
3492.88,75.99
3492.75,75.99
3492.63,75.97
3492.50,75.96
3492.38,75.95
3492.25,75.95
3492.13,75.95
3492.00,75.95
3491.88,75.95
3491.75,75.94
3491.63,75.94
3491.50,75.93
3491.38,75.91
3491.25,75.90
3491.13,75.88
3491.00,75.87
3490.88,75.86
3490.75,75.86
3490.63,75.85
3490.50,75.85
3490.38,75.85
3490.25,75.85
3490.13,75.85
3490.00,75.85
3489.88,75.84
3489.75,75.84
3489.63,75.84
3489.50,75.85
3489.38,75.85
3489.25,75.86
3489.13,75.87
3489.00,75.88
3488.88,75.88
3488.75,75.87
3488.63,75.86
3488.50,75.86
3488.38,75.84
3488.25,75.81
3488.13,75.79
3488.00,75.77
3487.88,75.76
3487.75,75.75
3487.63,75.74
3487.50,75.74
3487.38,75.75
3487.25,75.75
3487.13,75.74
3487.00,75.73
3486.88,75.72
3486.75,75.71
3486.63,75.72
3486.50,75.72
3486.38,75.72
3486.25,75.71
3486.13,75.68
3486.00,75.66
3485.88,75.65
3485.75,75.64
3485.63,75.63
3485.50,75.63
3485.38,75.63
3485.25,75.63
3485.13,75.62
3485.00,75.60
3484.88,75.57
3484.75,75.54
3484.63,75.52
3484.50,75.51
3484.38,75.52
3484.25,75.52
3484.13,75.53
3484.00,75.54
3483.88,75.55
3483.75,75.55
3483.63,75.56
3483.50,75.57
3483.38,75.60
3483.25,75.62
3483.13,75.62
3483.00,75.61
3482.88,75.61
3482.75,75.60
3482.63,75.58
3482.50,75.55
3482.38,75.52
3482.25,75.51
3482.13,75.50
3482.00,75.47
3481.88,75.44
3481.75,75.43
3481.63,75.42
3481.50,75.42
3481.38,75.43
3481.25,75.45
3481.13,75.46
3481.00,75.46
3480.88,75.44
3480.75,75.42
3480.63,75.40
3480.50,75.38
3480.38,75.37
3480.25,75.36
3480.13,75.36
3480.00,75.36
3479.88,75.36
3479.75,75.36
3479.63,75.35
3479.50,75.34
3479.38,75.33
3479.25,75.33
3479.13,75.32
3479.00,75.31
3478.88,75.30
3478.75,75.28
3478.63,75.26
3478.50,75.21
3478.38,75.14
3478.25,75.05
3478.13,74.99
3478.00,74.98
3477.88,75.00
3477.75,75.05
3477.63,75.10
3477.50,75.15
3477.38,75.18
3477.25,75.21
3477.13,75.22
3477.00,75.24
3476.88,75.24
3476.75,75.23
3476.63,75.21
3476.50,75.19
3476.38,75.19
3476.25,75.19
3476.13,75.20
3476.00,75.21
3475.88,75.21
3475.75,75.20
3475.63,75.19
3475.50,75.19
3475.38,75.18
3475.25,75.17
3475.13,75.16
3475.00,75.15
3474.88,75.14
3474.75,75.12
3474.63,75.10
3474.50,75.09
3474.38,75.09
3474.25,75.10
3474.13,75.09
3474.00,75.09
3473.88,75.07
3473.75,75.06
3473.63,75.05
3473.50,75.05
3473.38,75.05
3473.25,75.05
3473.13,75.04
3473.00,75.04
3472.88,75.04
3472.75,75.04
3472.63,75.04
3472.50,75.03
3472.38,75.02
3472.25,75.00
3472.13,74.99
3472.00,74.98
3471.88,74.97
3471.75,74.96
3471.63,74.95
3471.50,74.94
3471.38,74.93
3471.25,74.94
3471.13,74.94
3471.00,74.95
3470.88,74.95
3470.75,74.96
3470.63,74.96
3470.50,74.95
3470.38,74.94
3470.25,74.93
3470.13,74.91
3470.00,74.89
3469.88,74.86
3469.75,74.84
3469.63,74.82
3469.50,74.82
3469.38,74.83
3469.25,74.85
3469.13,74.86
3469.00,74.87
3468.88,74.88
3468.75,74.88
3468.63,74.88
3468.50,74.87
3468.38,74.86
3468.25,74.85
3468.13,74.84
3468.00,74.85
3467.88,74.85
3467.75,74.84
3467.63,74.83
3467.50,74.81
3467.38,74.80
3467.25,74.79
3467.13,74.79
3467.00,74.79
3466.88,74.79
3466.75,74.79
3466.63,74.78
3466.50,74.77
3466.38,74.76
3466.25,74.74
3466.13,74.73
3466.00,74.72
3465.88,74.72
3465.75,74.72
3465.63,74.71
3465.50,74.71
3465.38,74.70
3465.25,74.69
3465.13,74.68
3465.00,74.67
3464.88,74.65
3464.75,74.63
3464.63,74.62
3464.50,74.62
3464.38,74.63
3464.25,74.64
3464.13,74.65
3464.00,74.67
3463.88,74.68
3463.75,74.69
3463.63,74.68
3463.50,74.67
3463.38,74.66
3463.25,74.64
3463.13,74.62
3463.00,74.60
3462.88,74.56
3462.75,74.51
3462.63,74.45
3462.50,74.42
3462.38,74.41
3462.25,74.42
3462.13,74.44
3462.00,74.46
3461.88,74.49
3461.75,74.51
3461.63,74.53
3461.50,74.54
3461.38,74.54
3461.25,74.54
3461.13,74.53
3461.00,74.51
3460.88,74.50
3460.75,74.48
3460.63,74.47
3460.50,74.46
3460.38,74.45
3460.25,74.45
3460.13,74.45
3460.00,74.46
3459.88,74.47
3459.75,74.47
3459.63,74.47
3459.50,74.47
3459.38,74.47
3459.25,74.46
3459.13,74.45
3459.00,74.44
3458.88,74.43
3458.75,74.41
3458.63,74.40
3458.50,74.40
3458.38,74.40
3458.25,74.41
3458.13,74.41
3458.00,74.41
3457.88,74.40
3457.75,74.40
3457.63,74.39
3457.50,74.37
3457.38,74.37
3457.25,74.37
3457.13,74.37
3457.00,74.36
3456.88,74.36
3456.75,74.35
3456.63,74.35
3456.50,74.34
3456.38,74.34
3456.25,74.34
3456.13,74.33
3456.00,74.32
3455.88,74.31
3455.75,74.30
3455.63,74.29
3455.50,74.28
3455.38,74.27
3455.25,74.27
3455.13,74.26
3455.00,74.25
3454.88,74.23
3454.75,74.22
3454.63,74.22
3454.50,74.22
3454.38,74.23
3454.25,74.24
3454.13,74.25
3454.00,74.25
3453.88,74.25
3453.75,74.23
3453.63,74.21
3453.50,74.20
3453.38,74.19
3453.25,74.19
3453.13,74.19
3453.00,74.20
3452.88,74.20
3452.75,74.20
3452.63,74.19
3452.50,74.18
3452.38,74.17
3452.25,74.16
3452.13,74.15
3452.00,74.15
3451.88,74.15
3451.75,74.15
3451.63,74.13
3451.50,74.11
3451.38,74.09
3451.25,74.08
3451.13,74.08
3451.00,74.08
3450.88,74.09
3450.75,74.10
3450.63,74.10
3450.50,74.10
3450.38,74.10
3450.25,74.09
3450.13,74.08
3450.00,74.07
3449.88,74.06
3449.75,74.06
3449.63,74.05
3449.50,74.04
3449.38,74.03
3449.25,74.03
3449.13,74.04
3449.00,74.05
3448.88,74.06
3448.75,74.07
3448.63,74.07
3448.50,74.08
3448.38,74.10
3448.25,74.12
3448.13,74.14
3448.00,74.16
3447.88,74.17
3447.75,74.17
3447.63,74.15
3447.50,74.11
3447.38,74.06
3447.25,74.01
3447.13,73.96
3447.00,73.92
3446.88,73.88
3446.75,73.86
3446.63,73.85
3446.50,73.86
3446.38,73.89
3446.25,73.91
3446.13,73.93
3446.00,73.93
3445.88,73.93
3445.75,73.93
3445.63,73.93
3445.50,73.93
3445.38,73.93
3445.25,73.92
3445.13,73.91
3445.00,73.89
3444.88,73.88
3444.75,73.86
3444.63,73.86
3444.50,73.87
3444.38,73.87
3444.25,73.87
3444.13,73.87
3444.00,73.86
3443.88,73.86
3443.75,73.87
3443.63,73.89
3443.50,73.90
3443.38,73.91
3443.25,73.91
3443.13,73.90
3443.00,73.89
3442.88,73.87
3442.75,73.84
3442.63,73.81
3442.50,73.79
3442.38,73.79
3442.25,73.79
3442.13,73.80
3442.00,73.80
3441.88,73.80
3441.75,73.80
3441.63,73.79
3441.50,73.78
3441.38,73.77
3441.25,73.77
3441.13,73.76
3441.00,73.76
3440.88,73.76
3440.75,73.75
3440.63,73.75
3440.50,73.74
3440.38,73.74
3440.25,73.74
3440.13,73.74
3440.00,73.74
3439.88,73.74
3439.75,73.74
3439.63,73.73
3439.50,73.71
3439.38,73.70
3439.25,73.70
3439.13,73.70
3439.00,73.71
3438.88,73.72
3438.75,73.71
3438.63,73.70
3438.50,73.69
3438.38,73.68
3438.25,73.67
3438.13,73.66
3438.00,73.65
3437.88,73.65
3437.75,73.65
3437.63,73.65
3437.50,73.66
3437.38,73.66
3437.25,73.66
3437.13,73.66
3437.00,73.65
3436.88,73.65
3436.75,73.65
3436.63,73.65
3436.50,73.65
3436.38,73.66
3436.25,73.65
3436.13,73.64
3436.00,73.63
3435.88,73.62
3435.75,73.61
3435.63,73.59
3435.50,73.57
3435.38,73.54
3435.25,73.52
3435.13,73.52
3435.00,73.53
3434.88,73.54
3434.75,73.56
3434.63,73.56
3434.50,73.56
3434.38,73.55
3434.25,73.54
3434.13,73.53
3434.00,73.53
3433.88,73.53
3433.75,73.53
3433.63,73.53
3433.50,73.52
3433.38,73.53
3433.25,73.53
3433.13,73.54
3433.00,73.53
3432.88,73.52
3432.75,73.51
3432.63,73.49
3432.50,73.48
3432.38,73.48
3432.25,73.49
3432.13,73.48
3432.00,73.47
3431.88,73.46
3431.75,73.46
3431.63,73.47
3431.50,73.46
3431.38,73.45
3431.25,73.42
3431.13,73.40
3431.00,73.40
3430.88,73.41
3430.75,73.42
3430.63,73.44
3430.50,73.45
3430.38,73.45
3430.25,73.45
3430.13,73.44
3430.00,73.44
3429.88,73.45
3429.75,73.44
3429.63,73.43
3429.50,73.42
3429.38,73.41
3429.25,73.40
3429.13,73.39
3429.00,73.38
3428.88,73.37
3428.75,73.37
3428.63,73.38
3428.50,73.39
3428.38,73.41
3428.25,73.41
3428.13,73.42
3428.00,73.41
3427.88,73.40
3427.75,73.39
3427.63,73.38
3427.50,73.37
3427.38,73.36
3427.25,73.36
3427.13,73.35
3427.00,73.35
3426.88,73.34
3426.75,73.34
3426.63,73.33
3426.50,73.32
3426.38,73.30
3426.25,73.26
3426.13,73.21
3426.00,73.18
3425.88,73.17
3425.75,73.18
3425.63,73.20
3425.50,73.24
3425.38,73.26
3425.25,73.28
3425.13,73.29
3425.00,73.30
3424.88,73.31
3424.75,73.32
3424.63,73.31
3424.50,73.30
3424.38,73.29
3424.25,73.28
3424.13,73.27
3424.00,73.26
3423.88,73.26
3423.75,73.26
3423.63,73.26
3423.50,73.27
3423.38,73.29
3423.25,73.30
3423.13,73.30
3423.00,73.30
3422.88,73.29
3422.75,73.27
3422.63,73.25
3422.50,73.24
3422.38,73.23
3422.25,73.22
3422.13,73.21
3422.00,73.20
3421.88,73.20
3421.75,73.22
3421.63,73.25
3421.50,73.26
3421.38,73.27
3421.25,73.26
3421.13,73.26
3421.00,73.26
3420.88,73.26
3420.75,73.25
3420.63,73.23
3420.50,73.22
3420.38,73.21
3420.25,73.20
3420.13,73.19
3420.00,73.19
3419.88,73.18
3419.75,73.16
3419.63,73.15
3419.50,73.14
3419.38,73.14
3419.25,73.15
3419.13,73.15
3419.00,73.15
3418.88,73.14
3418.75,73.13
3418.63,73.13
3418.50,73.13
3418.38,73.13
3418.25,73.12
3418.13,73.12
3418.00,73.11
