Created as New Dataset,Sample 004 By Administrator Date Thursday, March 26 2020
cm-1,%T,
2975.25,72.53,
2975.13,72.64,
2975,72.75,
2974.88,72.85,
2974.75,72.94,
2974.63,73.01,
2974.5,73.08,
2974.38,73.13,
2974.25,73.18,
2974.13,73.22,
2974,73.26,
2973.88,73.3,
2973.75,73.33,
2973.63,73.36,
2973.5,73.38,
2973.38,73.4,
2973.25,73.42,
2973.13,73.43,
2973,73.44,
2972.88,73.46,
2972.75,73.46,
2972.63,73.46,
2972.5,73.44,
2972.38,73.42,
2972.25,73.42,
2972.13,73.41,
2972,73.41,
2971.88,73.4,
2971.75,73.39,
2971.63,73.37,
2971.5,73.34,
2971.38,73.3,
2971.25,73.26,
2971.13,73.22,
2971,73.18,
2970.88,73.14,
2970.75,73.1,
2970.63,73.04,
2970.5,72.97,
2970.38,72.9,
2970.25,72.84,
2970.13,72.78,
2970,72.71,
2969.88,72.63,
2969.75,72.55,
2969.63,72.46,
2969.5,72.37,
2969.38,72.26,
2969.25,72.13,
2969.13,71.99,
2969,71.84,
2968.88,71.68,
2968.75,71.52,
2968.63,71.35,
2968.5,71.17,
2968.38,70.98,
2968.25,70.77,
2968.13,70.54,
2968,70.3,
2967.88,70.04,
2967.75,69.77,
2967.63,69.46,
2967.5,69.13,
2967.38,68.76,
2967.25,68.34,
2967.13,67.86,
2967,67.34,
2966.88,66.77,
2966.75,66.13,
2966.63,65.43,
2966.5,64.65,
2966.38,63.77,
2966.25,62.77,
2966.13,61.63,
2966,60.31,
2965.88,58.78,
2965.75,57.01,
2965.63,54.92,
2965.5,52.45,
2965.38,49.51,
2965.25,46,
2965.13,41.82,
2965,36.93,
2964.88,31.34,
2964.75,25.24,
2964.63,19,
2964.5,13.19,
2964.38,8.32,
2964.25,4.69,
2964.13,2.31,
2964,0.94,
2963.88,0.28,
2963.75,0.13,
2963.63,0.5,
2963.5,1.61,
2963.38,3.7,
2963.25,6.89,
2963.13,10.98,
2963,15.53,
2962.88,19.95,
2962.75,23.62,
2962.63,26,
2962.5,26.64,
2962.38,25.29,
2962.25,22.01,
2962.13,17.37,
2962,12.28,
2961.88,7.71,
2961.75,4.42,
2961.63,2.92,
2961.5,3.61,
2961.38,6.7,
2961.25,12.07,
2961.13,19.09,
2961,26.81,
2960.88,34.34,
2960.75,41.04,
2960.63,46.65,
2960.5,51.14,
2960.38,54.66,
2960.25,57.43,
2960.13,59.62,
2960,61.39,
2959.88,62.82,
2959.75,64.01,
2959.63,64.99,
2959.5,65.81,
2959.38,66.51,
2959.25,67.14,
2959.13,67.68,
2959,68.17,
2958.88,68.59,
2958.75,68.97,
2958.63,69.31,
2958.5,69.61,
2958.38,69.88,
2958.25,70.13,
2958.13,70.36,
2958,70.58,
2957.88,70.78,
2957.75,70.96,
2957.63,71.14,
2957.5,71.3,
2957.38,71.45,
2957.25,71.57,
2957.13,71.69,
2957,71.8,
2956.88,71.9,
2956.75,71.99,
2956.63,72.08,
2956.5,72.16,
2956.38,72.24,
2956.25,72.31,
2956.13,72.38,
2956,72.44,
2955.88,72.49,
2955.75,72.53,
2955.63,72.57,
2955.5,72.61,
2955.38,72.65,
2955.25,72.68,
2955.13,72.71,
2955,72.74,
2954.88,72.76,
2954.75,72.77,
2954.63,72.79,
2954.5,72.79,
2954.38,72.79,
2954.25,72.79,
2954.13,72.8,
2954,72.81,
2953.88,72.8,
2953.75,72.8,
2953.63,72.79,
2953.5,72.78,
2953.38,72.77,
2953.25,72.76,
2953.13,72.74,
2953,72.72,
2952.88,72.68,
2952.75,72.64,
2952.63,72.6,
2952.5,72.55,
2952.38,72.49,
2952.25,72.44,
2952.13,72.38,
2952,72.31,
2951.88,72.23,
2951.75,72.14,
2951.63,72.06,
2951.5,71.98,
2951.38,71.89,
2951.25,71.79,
2951.13,71.69,
2951,71.57,
2950.88,71.44,
2950.75,71.3,
2950.63,71.16,
2950.5,71.02,
2950.38,70.85,
2950.25,70.67,
2950.13,70.48,
2950,70.28,
2949.88,70.06,
2949.75,69.82,
2949.63,69.54,
2949.5,69.24,
2949.38,68.92,
2949.25,68.57,
2949.13,68.18,
2949,67.76,
2948.88,67.29,
2948.75,66.78,
2948.63,66.22,
2948.5,65.6,
2948.38,64.92,
2948.25,64.15,
2948.13,63.3,
2948,62.33,
2947.88,61.22,
2947.75,59.94,
2947.63,58.48,
2947.5,56.8,
2947.38,54.85,
2947.25,52.58,
2947.13,49.92,
2947,46.81,
2946.88,43.15,
2946.75,38.87,
2946.63,33.93,
2946.5,28.4,
2946.38,22.49,
2946.25,16.63,
2946.13,11.33,
2946,7,
2945.88,3.87,
2945.75,1.86,
2945.63,0.74,
2945.5,0.23,
2945.38,0.12,
2945.25,0.44,
2945.13,1.35,
2945,3.13,
2944.88,5.88,
2944.75,9.5,
2944.63,13.59,
2944.5,17.6,
2944.38,20.92,
2944.25,22.98,
2944.13,23.35,
2944,21.81,
2943.88,18.54,
2943.75,14.2,
2943.63,9.69,
2943.5,5.84,
2943.38,3.26,
2943.25,2.35,
2943.13,3.45,
2943,6.79,
2942.88,12.24,
2942.75,19.19,
2942.63,26.79,
2942.5,34.16,
2942.38,40.74,
2942.25,46.25,
2942.13,50.7,
2942,54.22,
2941.88,57.01,
2941.75,59.24,
2941.63,61.04,
2941.5,62.51,
2941.38,63.73,
2941.25,64.75,
2941.13,65.61,
2941,66.35,
2940.88,67,
2940.75,67.57,
2940.63,68.06,
2940.5,68.49,
2940.38,68.88,
2940.25,69.24,
2940.13,69.56,
2940,69.85,
2939.88,70.1,
2939.75,70.33,
2939.63,70.55,
2939.5,70.75,
2939.38,70.93,
2939.25,71.11,
2939.13,71.27,
2939,71.42,
2938.88,71.57,
2938.75,71.71,
2938.63,71.84,
2938.5,71.96,
2938.38,72.07,
2938.25,72.18,
2938.13,72.26,
2938,72.34,
2937.88,72.41,
2937.75,72.49,
2937.63,72.56,
2937.5,72.61,
2937.38,72.66,
2937.25,72.71,
2937.13,72.75,
2937,72.79,
2936.88,72.82,
2936.75,72.85,
2936.63,72.88,
2936.5,72.91,
2936.38,72.93,
2936.25,72.96,
2936.13,72.98,
2936,73,
2935.88,73.03,
2935.75,73.05,
2935.63,73.06,
2935.5,73.06,
2935.38,73.06,
2935.25,73.05,
2935.13,73.04,
2935,73.03,
2934.88,73.03,
2934.75,73.03,
2934.63,73.02,
2934.5,73.01,
2934.38,72.99,
2934.25,72.96,
2934.13,72.94,
2934,72.91,
2933.88,72.88,
2933.75,72.86,
2933.63,72.82,
2933.5,72.78,
2933.38,72.74,
2933.25,72.7,
2933.13,72.65,
2933,72.59,
2932.88,72.53,
2932.75,72.46,
2932.63,72.4,
2932.5,72.33,
2932.38,72.26,
2932.25,72.16,
2932.13,72.06,
2932,71.95,
2931.88,71.84,
2931.75,71.73,
2931.63,71.61,
2931.5,71.49,
2931.38,71.36,
2931.25,71.22,
2931.13,71.07,
2931,70.91,
2930.88,70.73,
2930.75,70.52,
2930.63,70.3,
2930.5,70.05,
2930.38,69.78,
2930.25,69.47,
2930.13,69.15,
2930,68.79,
2929.88,68.41,
2929.75,68,
2929.63,67.53,
2929.5,67.01,
2929.38,66.42,
2929.25,65.77,
2929.13,65.05,
2929,64.24,
2928.88,63.32,
2928.75,62.25,
2928.63,61.02,
2928.5,59.6,
2928.38,57.95,
2928.25,56.02,
2928.13,53.74,
2928,51.01,
2927.88,47.75,
2927.75,43.85,
2927.63,39.24,
2927.5,33.88,
2927.38,27.88,
2927.25,21.56,
2927.13,15.43,
2927,10.07,
2926.88,5.9,
2926.75,3.04,
2926.63,1.32,
2926.5,0.44,
2926.38,0.19,
2926.25,0.55,
2926.13,1.73,
2926,3.99,
2925.88,7.41,
2925.75,11.77,
2925.63,16.59,
2925.5,21.21,
2925.38,24.96,
2925.25,27.29,
2925.13,27.74,
2925,26.07,
2924.88,22.43,
2924.75,17.44,
2924.63,12.11,
2924.5,7.48,
2924.38,4.38,
2924.25,3.37,
2924.13,4.88,
2924,9,
2923.88,15.35,
2923.75,23.07,
2923.63,31.07,
2923.5,38.5,
2923.38,44.84,
2923.25,49.98,
2923.13,54,
2923,57.12,
2922.88,59.57,
2922.75,61.52,
2922.63,63.09,
2922.5,64.35,
2922.38,65.39,
2922.25,66.24,
2922.13,66.95,
2922,67.55,
2921.88,68.09,
2921.75,68.57,
2921.63,69.01,
2921.5,69.41,
2921.38,69.77,
2921.25,70.08,
2921.13,70.35,
2921,70.59,
2920.88,70.81,
2920.75,71.03,
2920.63,71.22,
2920.5,71.39,
2920.38,71.54,
2920.25,71.67,
2920.13,71.79,
2920,71.9,
2919.88,72.01,
2919.75,72.11,
2919.63,72.21,
2919.5,72.29,
2919.38,72.37,
2919.25,72.44,
2919.13,72.5,
2919,72.57,
2918.88,72.63,
2918.75,72.69,
2918.63,72.74,
2918.5,72.79,
2918.38,72.83,
2918.25,72.87,
2918.13,72.9,
2918,72.94,
2917.88,72.99,
2917.75,73.04,
2917.63,73.08,
2917.5,73.12,
2917.38,73.15,
2917.25,73.18,
2917.13,73.2,
2917,73.23,
2916.88,73.26,
2916.75,73.28,
2916.63,73.28,
2916.5,73.25,
2916.38,73.23,
2916.25,73.22,
2916.13,73.24,
2916,73.28,
2915.88,73.34,
2915.75,73.41,
2915.63,73.46,
2915.5,73.49,
2915.38,73.51,
2915.25,73.53,
2915.13,73.54,
2915,73.55,
2914.88,73.56,
2914.75,73.55,
2914.63,73.55,
2914.5,73.53,
2914.38,73.51,
2914.25,73.49,
2914.13,73.48,
2914,73.49,
2913.88,73.51,
2913.75,73.52,
2913.63,73.52,
2913.5,73.52,
2913.38,73.53,
2913.25,73.53,
2913.13,73.52,
2913,73.49,
2912.88,73.45,
2912.75,73.41,
2912.63,73.37,
2912.5,73.33,
2912.38,73.29,
2912.25,73.25,
2912.13,73.19,
2912,73.13,
2911.88,73.08,
2911.75,73.03,
2911.63,72.99,
2911.5,72.95,
2911.38,72.9,
2911.25,72.84,
2911.13,72.75,
2911,72.66,
2910.88,72.55,
2910.75,72.42,
2910.63,72.29,
2910.5,72.13,
2910.38,71.95,
2910.25,71.75,
2910.13,71.52,
2910,71.27,
2909.88,70.99,
2909.75,70.66,
2909.63,70.29,
2909.5,69.88,
2909.38,69.42,
2909.25,68.9,
2909.13,68.3,
2909,67.59,
2908.88,66.77,
2908.75,65.79,
2908.63,64.61,
2908.5,63.18,
2908.38,61.44,
2908.25,59.31,
2908.13,56.68,
2908,53.4,
2907.88,49.24,
2907.75,43.99,
2907.63,37.55,
2907.5,30.12,
2907.38,22.31,
2907.25,14.99,
2907.13,8.98,
2907,4.69,
2906.88,2.15,
2906.75,1.27,
2906.63,2.12,
2906.5,4.9,
2906.38,9.61,
2906.25,15.86,
2906.13,22.88,
2906,29.76,
2905.88,35.71,
2905.75,40.22,
2905.63,42.94,
2905.5,43.58,
2905.38,41.82,
2905.25,37.45,
2905.13,30.76,
2905,22.82,
2904.88,15.3,
2904.75,10.05,
2904.63,8.48,
2904.5,11.19,
2904.38,17.65,
2904.25,26.47,
2904.13,35.88,
2904,44.47,
2903.88,51.52,
2903.75,56.91,
2903.63,60.85,
2903.5,63.67,
2903.38,65.72,
2903.25,67.24,
2903.13,68.41,
2903,69.33,
2902.88,70.06,
2902.75,70.66,
2902.63,71.17,
2902.5,71.59,
2902.38,71.93,
2902.25,72.23,
2902.13,72.49,
2902,72.71,
2901.88,72.9,
2901.75,73.06,
2901.63,73.21,
2901.5,73.36,
2901.38,73.51,
2901.25,73.64,
2901.13,73.73,
2901,73.77,
2900.88,73.79,
2900.75,73.82,
2900.63,73.84,
2900.5,73.87,
2900.38,73.89,
2900.25,73.93,
2900.13,74.01,
2900,74.14,
2899.88,74.3,
2899.75,74.44,
2899.63,74.55,
2899.5,74.61,
2899.38,74.65,
2899.25,74.7,
2899.13,74.77,
2899,74.86,
2898.88,74.96,
2898.75,75.06,
2898.63,75.14,
2898.5,75.2,
2898.38,75.23,
2898.25,75.25,
2898.13,75.26,
2898,75.27,
2897.88,75.3,
2897.75,75.33,
2897.63,75.35,
2897.5,75.37,
2897.38,75.37,
2897.25,75.35,
2897.13,75.29,
2897,75.22,
2896.88,75.18,
2896.75,75.2,
2896.63,75.26,
2896.5,75.36,
2896.38,75.45,
2896.25,75.53,
2896.13,75.58,
2896,75.61,
2895.88,75.62,
2895.75,75.64,
2895.63,75.65,
2895.5,75.65,
2895.38,75.66,
2895.25,75.67,
2895.13,75.67,
2895,75.66,
2894.88,75.64,
2894.75,75.62,
2894.63,75.6,
2894.5,75.59,
2894.38,75.58,
2894.25,75.57,
2894.13,75.54,
2894,75.52,
2893.88,75.53,
2893.75,75.56,
2893.63,75.61,
2893.5,75.67,
2893.38,75.71,
2893.25,75.75,
2893.13,75.78,
2893,75.8,
2892.88,75.79,
2892.75,75.77,
2892.63,75.73,
2892.5,75.7,
2892.38,75.66,
2892.25,75.61,
2892.13,75.52,
2892,75.42,
2891.88,75.34,
2891.75,75.33,
2891.63,75.39,
2891.5,75.5,
2891.38,75.61,
2891.25,75.73,
2891.13,75.82,
2891,75.88,
2890.88,75.9,
2890.75,75.91,
2890.63,75.9,
2890.5,75.88,
2890.38,75.85,
2890.25,75.82,
2890.13,75.8,
2890,75.81,
2889.88,75.84,
2889.75,75.87,
2889.63,75.88,
2889.5,75.89,
2889.38,75.88,
2889.25,75.9,
2889.13,75.92,
2889,75.95,
2888.88,75.97,
2888.75,75.99,
2888.63,75.99,
2888.5,75.99,
2888.38,75.97,
2888.25,75.94,
2888.13,75.89,
2888,75.82,
2887.88,75.7,
2887.75,75.57,
2887.63,75.47,
2887.5,75.46,
2887.38,75.53,
2887.25,75.66,
2887.13,75.79,
2887,75.9,
2886.88,75.98,
2886.75,76.03,
2886.63,76.06,
2886.5,76.07,
2886.38,76.07,
2886.25,76.07,
2886.13,76.06,
2886,76.06,
2885.88,76.06,
2885.75,76.05,
2885.63,76.04,
2885.5,76.02,
2885.38,76,
2885.25,75.98,
2885.13,75.95,
2885,75.89,
2884.88,75.8,
2884.75,75.7,
2884.63,75.61,
2884.5,75.59,
2884.38,75.62,
2884.25,75.69,
2884.13,75.75,
2884,75.75,
2883.88,75.66,
2883.75,75.5,
2883.63,75.31,
2883.5,75.17,
2883.38,75.16,
2883.25,75.27,
2883.13,75.45,
2883,75.63,
2882.88,75.77,
2882.75,75.86,
2882.63,75.92,
2882.5,75.94,
2882.38,75.95,
2882.25,75.94,
2882.13,75.91,
2882,75.88,
2881.88,75.86,
2881.75,75.86,
2881.63,75.87,
2881.5,75.88,
2881.38,75.88,
2881.25,75.88,
2881.13,75.87,
2881,75.85,
2880.88,75.83,
2880.75,75.82,
2880.63,75.79,
2880.5,75.75,
2880.38,75.69,
2880.25,75.61,
2880.13,75.53,
2880,75.47,
2879.88,75.44,
2879.75,75.45,
2879.63,75.48,
2879.5,75.5,
2879.38,75.49,
2879.25,75.44,
2879.13,75.35,
2879,75.26,
2878.88,75.19,
2878.75,75.17,
2878.63,75.17,
2878.5,75.18,
2878.38,75.18,
2878.25,75.2,
2878.13,75.23,
2878,75.28,
2877.88,75.34,
2877.75,75.39,
2877.63,75.42,
2877.5,75.42,
2877.38,75.39,
2877.25,75.3,
2877.13,75.13,
2877,74.88,
2876.88,74.63,
2876.75,74.46,
2876.63,74.44,
2876.5,74.56,
2876.38,74.76,
2876.25,74.95,
2876.13,75.1,
2876,75.18,
2875.88,75.2,
2875.75,75.18,
2875.63,75.11,
2875.5,74.98,
2875.38,74.79,
2875.25,74.54,
2875.13,74.29,
2875,74.1,
2874.88,74,
2874.75,73.98,
2874.63,74.02,
2874.5,74.1,
2874.38,74.23,
2874.25,74.39,
2874.13,74.52,
2874,74.58,
2873.88,74.55,
2873.75,74.46,
2873.63,74.39,
2873.5,74.39,
2873.38,74.47,
2873.25,74.58,
2873.13,74.68,
2873,74.74,
2872.88,74.76,
2872.75,74.77,
2872.63,74.76,
2872.5,74.74,
2872.38,74.72,
2872.25,74.71,
2872.13,74.69,
2872,74.67,
2871.88,74.62,
2871.75,74.56,
2871.63,74.49,
2871.5,74.42,
2871.38,74.35,
2871.25,74.3,
2871.13,74.25,
2871,74.22,
2870.88,74.18,
2870.75,74.15,
2870.63,74.1,
2870.5,74.03,
2870.38,73.95,
2870.25,73.86,
2870.13,73.76,
2870,73.65,
2869.88,73.53,
2869.75,73.39,
2869.63,73.24,
2869.5,73.08,
2869.38,72.89,
2869.25,72.66,
2869.13,72.35,
2869,71.96,
2868.88,71.54,
2868.75,71.17,
2868.63,70.88,
2868.5,70.66,
2868.38,70.42,
2868.25,70.1,
2868.13,69.65,
2868,69.06,
2867.88,68.36,
2867.75,67.54,
2867.63,66.62,
2867.5,65.6,
2867.38,64.44,
2867.25,63.05,
2867.13,61.28,
2867,59.01,
2866.88,56.09,
2866.75,52.3,
2866.63,47.43,
2866.5,41.3,
2866.38,33.99,
2866.25,25.99,
2866.13,18.12,
2866,11.32,
2865.88,6.21,
2865.75,2.97,
2865.63,1.53,
2865.5,1.89,
2865.38,4.19,
2865.25,8.46,
2865.13,14.38,
2865,21.21,
2864.88,28.07,
2864.75,34.12,
2864.63,38.78,
2864.5,41.66,
2864.38,42.39,
2864.25,40.6,
2864.13,36.11,
2864,29.31,
2863.88,21.41,
2863.75,14.23,
2863.63,9.64,
2863.5,9.01,
2863.38,12.65,
2863.25,19.77,
2863.13,28.77,
2863,37.92,
2862.88,45.99,
2862.75,52.42,
2862.63,57.25,
2862.5,60.76,
2862.38,63.32,
2862.25,65.22,
2862.13,66.68,
2862,67.79,
2861.88,68.66,
2861.75,69.34,
2861.63,69.89,
2861.5,70.36,
2861.38,70.76,
2861.25,71.12,
2861.13,71.42,
2861,71.69,
2860.88,71.92,
2860.75,72.13,
2860.63,72.3,
2860.5,72.42,
2860.38,72.47,
2860.25,72.5,
2860.13,72.54,
2860,72.63,
2859.88,72.73,
2859.75,72.84,
2859.63,72.93,
2859.5,73.02,
2859.38,73.12,
2859.25,73.25,
2859.13,73.4,
2859,73.55,
2858.88,73.68,
2858.75,73.8,
2858.63,73.89,
2858.5,73.94,
2858.38,73.97,
2858.25,73.96,
2858.13,73.91,
2858,73.81,
2857.88,73.66,
2857.75,73.46,
2857.63,73.25,
2857.5,73.07,
2857.38,73,
2857.25,73.07,
2857.13,73.26,
2857,73.47,
2856.88,73.62,
2856.75,73.65,
2856.63,73.6,
2856.5,73.54,
2856.38,73.54,
2856.25,73.61,
2856.13,73.72,
2856,73.83,
2855.88,73.93,
2855.75,74,
2855.63,74.02,
2855.5,73.95,
2855.38,73.78,
2855.25,73.54,
2855.13,73.34,
2855,73.26,
2854.88,73.35,
2854.75,73.55,
2854.63,73.78,
2854.5,73.97,
2854.38,74.07,
2854.25,74.08,
2854.13,74.02,
2854,73.94,
2853.88,73.89,
2853.75,73.89,
2853.63,73.95,
2853.5,74.01,
2853.38,74.07,
2853.25,74.11,
2853.13,74.12,
2853,74.12,
2852.88,74.11,
2852.75,74.08,
2852.63,74.04,
2852.5,73.99,
2852.38,73.95,
2852.25,73.9,
2852.13,73.85,
2852,73.74,
2851.88,73.54,
2851.75,73.27,
2851.63,72.99,
2851.5,72.8,
2851.38,72.75,
2851.25,72.83,
2851.13,72.95,
2851,73.07,
2850.88,73.13,
2850.75,73.08,
2850.63,72.89,
2850.5,72.59,
2850.38,72.27,
2850.25,72.06,
2850.13,72,
2850,72.05,
2849.88,72.11,
2849.75,72.09,
2849.63,71.97,
2849.5,71.82,
2849.38,71.7,
2849.25,71.66,
2849.13,71.65,
2849,71.58,
2848.88,71.38,
2848.75,71.08,
2848.63,70.77,
2848.5,70.57,
2848.38,70.52,
2848.25,70.56,
2848.13,70.61,
2848,70.59,
2847.88,70.48,
2847.75,70.28,
2847.63,70.03,
2847.5,69.72,
2847.38,69.36,
2847.25,68.95,
2847.13,68.49,
2847,67.95,
2846.88,67.33,
2846.75,66.59,
2846.63,65.73,
2846.5,64.74,
2846.38,63.59,
2846.25,62.25,
2846.13,60.66,
2846,58.83,
2845.88,56.73,
2845.75,54.33,
2845.63,51.51,
2845.5,48.13,
2845.38,44,
2845.25,39,
2845.13,33.13,
2845,26.58,
2844.88,19.83,
2844.75,13.53,
2844.63,8.31,
2844.5,4.5,
2844.38,2.06,
2844.25,0.74,
2844.13,0.23,
2844,0.45,
2843.88,1.56,
2843.75,3.81,
2843.63,7.3,
2843.5,11.79,
2843.38,16.75,
2843.25,21.42,
2843.13,25.08,
2843,27.07,
2842.88,26.91,
2842.75,24.45,
2842.63,20.08,
2842.5,14.72,
2842.38,9.55,
2842.25,5.66,
2842.13,3.86,
2842,4.71,
2841.88,8.39,
2841.75,14.56,
2841.63,22.32,
2841.5,30.56,
2841.38,38.28,
2841.25,44.92,
2841.13,50.24,
2841,54.29,
2840.88,57.27,
2840.75,59.5,
2840.63,61.29,
2840.5,62.83,
2840.38,64.24,
2840.25,65.52,
2840.13,66.63,
2840,67.56,
2839.88,68.28,
2839.75,68.83,
2839.63,69.18,
2839.5,69.33,
2839.38,69.35,
2839.25,69.38,
2839.13,69.55,
2839,69.91,
2838.88,70.4,
2838.75,70.9,
2838.63,71.36,
2838.5,71.72,
2838.38,72.01,
2838.25,72.22,
2838.13,72.37,
2838,72.49,
2837.88,72.61,
2837.75,72.77,
2837.63,72.96,
2837.5,73.16,
2837.38,73.35,
2837.25,73.52,
2837.13,73.65,
2837,73.75,
2836.88,73.81,
2836.75,73.85,
2836.63,73.9,
2836.5,73.96,
2836.38,74.01,
2836.25,74.06,
2836.13,74.09,
2836,74.08,
2835.88,74.04,
2835.75,73.97,
2835.63,73.91,
2835.5,73.87,
2835.38,73.88,
2835.25,73.96,
2835.13,74.08,
2835,74.22,
2834.88,74.33,
2834.75,74.39,
2834.63,74.4,
2834.5,74.37,
2834.38,74.34,
2834.25,74.31,
2834.13,74.28,
2834,74.21,
2833.88,74.08,
2833.75,73.95,
2833.63,73.88,
2833.5,73.93,
2833.38,74.07,
2833.25,74.23,
2833.13,74.35,
2833,74.39,
2832.88,74.36,
2832.75,74.28,
2832.63,74.18,
2832.5,74.12,
2832.38,74.15,
2832.25,74.23,
2832.13,74.31,
2832,74.32,
2831.88,74.25,
2831.75,74.2,
2831.63,74.21,
2831.5,74.32,
2831.38,74.47,
2831.25,74.61,
2831.13,74.73,
2831,74.81,
2830.88,74.85,
2830.75,74.85,
2830.63,74.83,
2830.5,74.78,
2830.38,74.71,
2830.25,74.61,
2830.13,74.43,
2830,74.16,
2829.88,73.81,
2829.75,73.48,
2829.63,73.31,
2829.5,73.34,
2829.38,73.55,
2829.25,73.8,
2829.13,74,
2829,74.09,
2828.88,74.1,
2828.75,74.05,
2828.63,73.96,
2828.5,73.84,
2828.38,73.69,
2828.25,73.52,
2828.13,73.35,
2828,73.2,
2827.88,73.1,
2827.75,73.07,
2827.63,73.06,
2827.5,73.01,
2827.38,72.85,
2827.25,72.56,
2827.13,72.22,
2827,71.96,
2826.88,71.84,
2826.75,71.85,
2826.63,71.9,
2826.5,71.91,
2826.38,71.85,
2826.25,71.7,
2826.13,71.49,
2826,71.22,
2825.88,70.89,
2825.75,70.51,
2825.63,70.07,
2825.5,69.57,
2825.38,69.01,
2825.25,68.41,
2825.13,67.76,
2825,67.09,
2824.88,66.38,
2824.75,65.62,
2824.63,64.76,
2824.5,63.77,
2824.38,62.63,
2824.25,61.35,
2824.13,59.91,
2824,58.25,
2823.88,56.31,
2823.75,53.98,
2823.63,51.15,
2823.5,47.71,
2823.38,43.56,
2823.25,38.65,
2823.13,32.97,
2823,26.69,
2822.88,20.2,
2822.75,14.05,
2822.63,8.83,
2822.5,4.92,
2822.38,2.36,
2822.25,0.91,
2822.13,0.23,
2822,0.12,
2821.88,0.61,
2821.75,1.91,
2821.63,4.26,
2821.5,7.7,
2821.38,11.92,
2821.25,16.29,
2821.13,20.07,
2821,22.52,
2820.88,23.06,
2820.75,21.45,
2820.63,17.95,
2820.5,13.37,
2820.38,8.77,
2820.25,5.13,
2820.13,3.15,
2820,3.35,
2819.88,6.04,
2819.75,11.21,
2819.63,18.27,
2819.5,26.28,
2819.38,34.2,
2819.25,41.3,
2819.13,47.24,
2819,51.99,
2818.88,55.71,
2818.75,58.62,
2818.63,60.92,
2818.5,62.75,
2818.38,64.24,
2818.25,65.45,
2818.13,66.45,
2818,67.27,
2817.88,67.92,
2817.75,68.45,
2817.63,68.9,
2817.5,69.34,
2817.38,69.8,
2817.25,70.27,
2817.13,70.72,
2817,71.1,
2816.88,71.43,
2816.75,71.71,
2816.63,71.98,
2816.5,72.24,
2816.38,72.48,
2816.25,72.7,
2816.13,72.88,
2816,72.99,
2815.88,73.02,
2815.75,73.02,
2815.63,73.02,
2815.5,73.09,
2815.38,73.23,
2815.25,73.44,
2815.13,73.67,
2815,73.86,
2814.88,73.97,
2814.75,73.99,
2814.63,73.9,
2814.5,73.76,
2814.38,73.67,
2814.25,73.7,
2814.13,73.84,
2814,74.04,
2813.88,74.19,
2813.75,74.24,
2813.63,74.17,
2813.5,74.08,
2813.38,74.07,
2813.25,74.19,
2813.13,74.41,
2813,74.66,
2812.88,74.88,
2812.75,75.05,
2812.63,75.15,
2812.5,75.18,
2812.38,75.16,
2812.25,75.07,
2812.13,74.92,
2812,74.75,
2811.88,74.65,
2811.75,74.66,
2811.63,74.79,
2811.5,74.95,
2811.38,75.08,
2811.25,75.15,
2811.13,75.2,
2811,75.25,
2810.88,75.31,
2810.75,75.39,
2810.63,75.47,
2810.5,75.53,
2810.38,75.54,
2810.25,75.49,
2810.13,75.36,
2810,75.2,
2809.88,75.05,
2809.75,74.95,
2809.63,74.87,
2809.5,74.81,
2809.38,74.79,
2809.25,74.85,
2809.13,74.98,
2809,75.16,
2808.88,75.33,
2808.75,75.46,
2808.63,75.53,
2808.5,75.55,
2808.38,75.55,
2808.25,75.54,
2808.13,75.53,
2808,75.52,
2807.88,75.52,
2807.75,75.52,
2807.63,75.52,
2807.5,75.51,
2807.38,75.5,
2807.25,75.47,
2807.13,75.45,
2807,75.42,
2806.88,75.38,
2806.75,75.33,
2806.63,75.28,
2806.5,75.23,
2806.38,75.19,
2806.25,75.14,
2806.13,75.09,
2806,75.03,
2805.88,74.97,
2805.75,74.9,
2805.63,74.85,
2805.5,74.78,
2805.38,74.71,
2805.25,74.64,
2805.13,74.55,
2805,74.45,
2804.88,74.34,
2804.75,74.23,
2804.63,74.1,
2804.5,73.95,
2804.38,73.79,
2804.25,73.62,
2804.13,73.44,
2804,73.21,
2803.88,72.9,
2803.75,72.53,
2803.63,72.16,
2803.5,71.84,
2803.38,71.63,
2803.25,71.48,
2803.13,71.34,
2803,71.13,
2802.88,70.83,
2802.75,70.43,
2802.63,69.88,
2802.5,69.14,
2802.38,68.19,
2802.25,67.11,
2802.13,66.04,
2802,65.15,
2801.88,64.46,
2801.75,63.86,
2801.63,63.15,
2801.5,62.2,
2801.38,60.9,
2801.25,59.22,
2801.13,57.11,
2801,54.51,
2800.88,51.33,
2800.75,47.46,
2800.63,42.77,
2800.5,37.19,
2800.38,30.81,
2800.25,23.97,
2800.13,17.22,
2800,11.24,
2799.88,6.55,
2799.75,3.32,
2799.63,1.4,
2799.5,0.46,
2799.38,0.3,
2799.25,0.94,
2799.13,2.62,
2799,5.54,
2798.88,9.65,
2798.75,14.51,
2798.63,19.39,
2798.5,23.45,
2798.38,25.93,
2798.25,26.23,
2798.13,24.12,
2798,19.96,
2797.88,14.69,
2797.75,9.54,
2797.63,5.63,
2797.5,3.85,
2797.38,4.8,
2797.25,8.66,
2797.13,15.08,
2797,23.13,
2796.88,31.65,
2796.75,39.62,
2796.63,46.46,
2796.5,51.97,
2796.38,56.27,
2796.25,59.56,
2796.13,62.1,
2796,64.09,
